y2_hhid,dist_road,dist_popcenter,dist_admarc,dist_auction,dist_boma,dist_borderpost,dist_agmrkt,popdensity,af_bio_1,af_bio_8,af_bio_12,af_bio_13,af_bio_16,fsrad3_agpct,fsrad3_lcmaj,ssa_aez09,srtm_1k,twi_mwi,srtm_mwi_5_15,sq1,sq2,sq3,sq4,sq5,sq6,sq7,anntot_avg,wetQ_avg,wetQ_avgstart,h2012_tot,h2012_wetQ,h2012_wetQstart,h2013_tot,h2013_wetQ,h2013_wetQstart,eviarea_avg,grn_avg,sen_avg,evimax_avg,h2012_eviarea,h2012_grn,h2012_sen,h2012_evimax,h2013_eviarea,h2013_grn,h2013_sen,h2013_evimax,LAT_DD_MOD,LON_DD_MOD,distY1Y2
1052-001,2,38,4,38,20,104,20,200-300,191,206,885,237,613,39,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1350,15,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,797,631,16,780,541,17,859,668,17,53.9075,179,251,.4930333333333334,66.93000000000001,159,270,.5081,52.95,180,256,.5146000000000001,-13.6362,33.7489,
1053-002,1,3,4,110,3,55,3,1000-2000,206,225,824,216,605,28,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,1060,13,High-altitude Plains,Severe Constraint,Moderate Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,778,606,17,799,585,19,578,493,17,53.09416666666667,168,247,.457325,69.75,147,265,.4791,52.87,175,254,.4817,-13.041655,33.510448,58.08
1054-001,5,24,5,77,24,90,24,100-200,240,256,1018,279,726,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,510,13,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,845,676,17,886,664,18,737,651,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1055-001,0,52,3,52,27,105,27,500-1000,199,214,855,228,609,24,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,1200,14,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,786,623,16,766,544,17,777,617,17,53.9075,179,251,.4930333333333334,66.93000000000001,159,270,.5081,52.95,180,256,.5146000000000001,-13.5077,33.7376,
1056-001,5,24,4,77,24,91,24,200-300,240,255,1024,281,729,16,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,500,13,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,846,677,17,887,665,18,738,652,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1057-001,2,27,2,71,27,89,27,100-200,237,253,975,269,706,22,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,540,12,Low Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,840,672,17,889,661,18,737,644,17,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.5932,34.2978,
1058-001,5,24,5,77,24,91,24,100-200,240,256,1018,279,726,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,510,36,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,846,677,17,886,665,18,737,652,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1059-001,0,47,13,89,47,118,47,50-100,239,250,1055,274,730,55,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,490,13,Mid-altitude Plains,Water,Water,Water,Water,Water,Water,Water,876,684,17,997,738,18,773,661,17,59.855,160,235,.4829333333333333,73.26000000000001,134,245,.491,75.63,153,240,.4894,-13.316306,34.249378,28.27
1060-001,5,24,5,77,24,91,24,100-200,240,256,1018,279,726,8,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,510,36,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,846,677,17,886,665,18,737,652,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1061-001,2,27,2,71,27,90,27,100-200,237,253,975,269,706,28,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,540,13,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,840,672,17,889,662,18,737,645,17,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.5932,34.2978,
1062-001,5,24,5,77,24,90,24,100-200,240,256,1018,279,726,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,510,13,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,845,676,17,886,664,18,737,651,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1063-001,1,21,18,80,21,52,21,50-100,241,254,1004,280,732,47,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,490,13,Mid-altitude Plains,Severe Constraint,Severe Constraint,Severe Constraint,Severe Constraint,Severe Constraint,Severe Constraint,Severe Constraint,799,629,17,846,619,18,695,580,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.962365,34.502879,47.44
1064-001,5,24,5,77,24,90,24,100-200,240,256,1018,279,726,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,510,13,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,845,677,17,886,664,18,737,652,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1064-003,6,25,4,79,25,92,25,200-300,240,255,1032,282,732,20,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,500,15,Mid-altitude Plains,Water,Water,Water,Water,Water,Water,Water,849,678,17,889,668,18,741,655,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1065-001,2,27,2,71,27,89,27,100-200,237,253,975,269,706,22,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,540,12,Low Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,840,672,17,889,661,18,737,644,17,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.5932,34.2978,
1066-001,5,24,5,77,24,90,24,100-200,240,256,1018,279,726,8,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,510,14,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,846,677,17,886,664,18,737,652,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1066-007,5,24,5,77,24,90,24,100-200,240,256,1018,279,726,8,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,510,14,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,846,677,17,886,664,18,737,652,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1067-001,2,27,2,71,27,89,27,100-200,237,253,973,269,705,22,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,540,15,Low Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,840,672,17,889,661,18,737,644,17,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.5932,34.2978,
1068-001,5,24,5,77,24,91,24,100-200,240,256,1018,279,726,22,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,510,14,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,846,677,17,887,665,18,737,652,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1069-001,2,27,2,71,27,90,27,100-200,237,253,975,269,706,24,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,540,13,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,841,672,17,889,661,18,737,645,17,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.5932,34.2978,
1069-003,4,46,13,86,53,112,46,100-200,240,255,1043,275,728,39,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,490,13,Mid-altitude Plains,Water,Water,Water,Water,Water,Water,Water,865,679,17,989,733,18,785,675,17,59.855,160,235,.4829333333333333,73.26000000000001,134,245,.491,75.63,153,240,.4894,-13.42001,34.313922,21.9
1070-001,4,24,5,77,24,90,24,100-200,239,255,1017,279,726,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,510,14,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,845,676,17,886,664,18,736,651,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1070-003,3,31,5,71,31,92,31,100-200,235,252,962,266,699,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,560,13,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,845,673,17,888,658,18,739,645,17,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.562328,34.242903,8.81
1071-001,2,27,2,71,27,89,27,100-200,237,253,975,269,706,22,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,540,13,Low Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,840,672,17,889,661,18,737,644,17,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.5932,34.2978,
1072-001,5,24,5,77,24,90,24,100-200,240,256,1018,279,726,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,510,18,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,845,676,17,886,664,18,737,651,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1073-001,2,10,7,74,10,76,10,100-200,239,254,1032,286,735,22,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,520,15,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,835,665,17,877,656,18,708,627,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.716291,34.406273,17.74
1073-004,4,15,11,75,15,82,15,100-200,240,255,1033,285,734,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,500,13,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,841,673,17,880,659,18,724,643,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.674754,34.374098,12.62
1074-001,5,24,5,77,24,91,24,100-200,240,256,1018,279,726,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,510,17,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,846,677,17,886,665,18,737,652,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1075-001,3,27,2,70,27,89,27,100-200,236,253,966,268,702,4,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,550,13,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,840,672,17,887,658,18,737,644,17,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.5932,34.2978,
1075-002,7,23,2,23,23,57,23,300-400,194,211,878,225,605,37,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,1130,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,830,634,17,849,600,19,876,700,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-14.051284,34.010761,59.8
1076-001,5,24,5,77,24,90,24,100-200,240,256,1018,279,726,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,510,17,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,846,677,17,886,664,18,737,652,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1077-001,2,27,2,71,27,90,27,100-200,237,253,975,269,706,28,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,540,13,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,840,672,17,889,662,18,737,645,17,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.5932,34.2978,
1078-001,5,24,5,77,24,91,24,100-200,240,256,1018,279,726,8,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,510,13,High-altitude Plains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,846,677,17,886,665,18,737,652,16,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.612,34.3389,
1079-001,2,27,2,71,27,89,27,100-200,236,252,967,268,703,22,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,550,14,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,840,672,17,889,661,18,737,644,17,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.5932,34.2978,
1080-002,1,3,5,110,3,55,3,500-1000,207,226,825,217,606,28,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,1050,15,High-altitude Plains,Severe Constraint,Moderate Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,777,605,17,799,584,19,576,491,17,53.09416666666667,168,247,.457325,69.75,147,265,.4791,52.87,175,254,.4817,-13.022731,33.499173,111.61
1081-001,2,27,2,71,27,90,27,100-200,236,252,967,268,703,26,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,550,13,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,840,672,17,889,661,18,737,644,17,68.28083333333333,172,246,.5545166666666667,79.90000000000001,169,268,.5559000000000001,66.12,171,249,.5416000000000001,-13.5932,34.2978,
